,company,description,website,region,year-selected,vertical,sub-vertical,entrepreneurs,fund,financing-round,status,year-invested
748,Ripio,"Ripio is democratizing access to crypto products in Latin America with a suite of blockchain based products that includes a wallet, an exchange, payments, lending, cash-in/out system, API services, and an OTC Trading desk.",https://www.ripio.com/ar/,Latin America,2022.0,Fintech,Blockchain & Crypto,"['{""name"": ""Sebastian Serrano"", ""url"": ""https://www.linkedin.com/in/sebastianserrano""}']",,,,
749,Rivera Group,"Rivera Group delivers innovative IT services and market disruptive software. Its work spans DoD and civilian agencies, where the company specializes in value-added, cost-effective enterprise cyber defense solutions.",http://www.riverainc.com,U.S. & Canada,2015.0,Enterprise Software & Services,Security,"['{""name"": ""Joey Rivera"", ""url"": ""https://www.linkedin.com/in/joeyrivera/""}']",,,,
750,RoadSync,"RoadSync is the digital financial platform for the logistics industry. By removing paper and phone calls from business transactions, RoadSync offers a fast, convenient and secure way to move and manage money and conduct business.",https://roadsync.com/,U.S. & Canada,2021.0,Fintech,Payments,"['{""name"": ""Robin Gregg"", ""url"": ""https://www.linkedin.com/in/robingregg/""}']",Fund III,Series B,Status: Active,Invested: 2021
751,RobTec (3D Systems),"Robtec provides customized 3D printing solutions and services for the automobile and aeronautical industries, among others. Robtec was acquired in 2014 by 3D Systems.",https://www.3dsystems.com/,Latin America,2007.0,Smart City,Hardware,"['{""name"": ""Pablo Elenter"", ""url"": ""https://www.linkedin.com/in/pablo-elenter-760b52/?originalSubdomain=br""}', '{""name"": ""Sergio Oberlander"", ""url"": ""https://www.linkedin.com/in/sergio-oberlander-010a91/?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAAo18wBryQNuNinIeBn7MpSxpjx4nFrsnY""}', '{""name"": ""Ariel Lijtenstein"", ""url"": ""https://www.linkedin.com/in/ariel-lijtenstein-%F0%9F%A6%95-597a98/""}']",,,,
752,RobinFood,"RobinFood is Latin America´s largest cloud-restaurant company. The company has created a foodservice house of brands with a proprietary tech platform to increase efficiency and user satisfaction, operating under an asset light model and centralization to decrease costs.",https://www.robinfood.com/,Latin America,2019.0,Food & Beverage,Food Service,"['{""name"": ""Jose Guillermo Calderon Ardila"", ""url"": ""https://www.linkedin.com/in/jose-guillermo-calderon-8807974a/""}']",Fund II,Series B,Status: Active,Invested: 2019
753,Roboze,"Roboze manufactures 3D printers that process super-polymers and composite materials to create finished functional parts that can be used in the most extreme conditions and sectors, while optimizing costs and time along the entire supply chain.",http://www.roboze.com,Europe,2019.0,Smart City,Equipment & Machinery,"['{""name"": ""Alessio Lorusso"", ""url"": ""https://www.linkedin.com/in/lorussoroboze/""}']",,,,
754,Rock Content,Rock Content creates products and services that empower brands to launch high-quality content strategies that build awareness and drive revenue.,http://www.rockcontent.com/,Latin America,2018.0,Enterprise Software & Services,AdTech & MarTech,"['{""name"": ""Vitor Marques Ara\\u00fajo Pe\\u00e7anha"", ""url"": ""https://www.linkedin.com/in/pecanha/?originalSubdomain=br,""}', '{""name"": ""Edmar Ferreira"", ""url"": ""https://www.linkedin.com/in/edmarferreira/?originalSubdomain=br,""}', '{""name"": ""Diego Gomes"", ""url"": ""https://www.linkedin.com/in/diegottg/""}']",,,,
755,Rocket.Chat,"Rocket.Chat is the complete communication solution, simplifying complex integrations with the unique open source flexibility that empowers organizations to extend their platforms beyond proprietary solutions, improve cost efficiency, and increase ownership of their data.",https://rocket.chat/,Latin America,2021.0,Enterprise Software & Services,Cloud Communications,"['{""name"": ""Gabriel Engel"", ""url"": ""https://www.linkedin.com/in/gabrielengel/""}']",,,,
756,Rotamundos,"Rotamundos is the first online hotel and local experiences chain providing culture, nature and global adventure.",https://www.rotamundos.com/,Latin America,2021.0,Retail & Consumer Tech,Tourism & Hospitality,"['{""name"": ""Javier Cardenas"", ""url"": ""https://www.linkedin.com/in/javiercardenasi/""}']",,,,
757,Royal Gourmet,"Royal Gourmet provides hotels, restaurants, and supermarkets with over 100 varieties of premium quality fish, meat and poultry.",http://www.rgourmet.com/,Middle East,2015.0,Food & Beverage,CPG & Consumer Products,"['{""name"": ""Karim Arakji"", ""url"": """"}']",,,,
758,Runa,Runa offers a complete cloud-based HR and payroll software solution designed and built for small to medium-sized companies in Latin America.,https://runahr.com/mx/home/,Latin America,2019.0,Enterprise Software & Services,Human Resource Management,"['{""name"": ""Courtney McColgan"", ""url"": ""https://www.linkedin.com/in/courtney-mccolgan-7976873?originalSubdomain=mx""}']",,,,
759,SASCO Group,"SASCO Group manufactures & exports high quality stationery. The group also includes Smart Office Solutions (SOS), a one stop B2B e-commerce platform, providing procurement departments with better services and prices to purchase without petty cash and theft.",http://www.sascogroup.com,Middle East,2011.0,Retail & Consumer Tech,Household & Office,"['{""name"": ""Alaa Sryo"", ""url"": ""https://www.linkedin.com/in/alaa-sryo-0213266b/?originalSubdomain=eg""}', '{""name"": ""Tarek Sryo"", ""url"": ""https://www.linkedin.com/in/tarek-sryo-917bb622/?originalSubdomain=eg""}']",,,,
760,SEG Ingeniería,SEG Ingeniería is the leading energy efficiency and energy cost reduction consultancy firm in Uruguay.,https://www.segingenieria.com,Latin America,2007.0,Smart City,Energy,"['{""name"": ""Diego Garfinkel"", ""url"": ""https://www.linkedin.com/in/diego-garfinkel-2435658/""}', '{""name"": ""Fernando Schaich"", ""url"": ""https://www.linkedin.com/in/fernando-schaich-90480a/""}', '{""name"": ""Ernesto Elenter"", ""url"": ""https://www.linkedin.com/in/ernesto-elenter-863b8320/""}']",,,,
761,SFA Cebar,SFA CEBAR offers services to farmers and ranches that enable them to access financial products to structure productive projects.,https://www.cebar.net,Latin America,2009.0,Agriculture,Agricultural Sciences,"['{""name"": ""Fabio Velasquez"", ""url"": ""https://www.linkedin.com/in/fabio-vel%C3%A1squez-799b6967/""}']",,,,
762,SOS Asistencia,"SOS Asistencia offers assistance services for home insurance providers, retailers, businesses, and individuals.",https://www.sosasistencia.com/,Latin America,2018.0,Retail & Consumer Tech,Services & Task Platforms,"['{""name"": ""Tatiana Arcila"", ""url"": ""https://www.linkedin.com/in/tatiana-arcila-escobar-48b00340/""}', '{""name"": ""Andres Arcila"", ""url"": ""https://www.linkedin.com/in/andr%C3%A9s-arcila-escobar-a442a0b9/""}', '{""name"": ""Esteban Arcila"", ""url"": ""https://www.linkedin.com/in/esteban-arcila-escobar-103367135/""}']",,,,
763,SPARK Schools,"SPARK Schools provides transformational education innovation through a blended learning model, which elevates student achievement and provides the tools teachers need to serve their students effectively.",http://www.sparkschools.co.za,Africa,2016.0,Education & Talent,K-12,"['{""name"": ""Stacey Brewer"", ""url"": ""https://www.linkedin.com/in/staceydianebrewer/""}']",,,,
764,STATUM,"Statum is a software development company providing consulting and outsourcing services, with special focus on Business Process Management (BPM).",https://www.statum.biz/statum/,Latin America,2008.0,Enterprise Software & Services,Business Process Management,"['{""name"": ""\\u00c1lvaro Lozano"", ""url"": ""https://www.linkedin.com/in/alvarorlozano/""}', '{""name"": ""Sebasti\\u00e1n Schickendantz"", ""url"": ""https://www.linkedin.com/in/sebastian-schickendantz-459b581a/""}']",,,,
765,SWVL,"Swvl’s is a mobility platform that is transforming mass transit in major cities by providing affordable, app-based bus transportation. It became Egypt’s fastest growing unicorn in 2021.",https://www.swvl.com/,Middle East,2019.0,Smart City,Mobility,"['{""name"": ""Mostafa Kandil"", ""url"": ""https://www.linkedin.com/in/mostafa-kandil-57761032/""}', '{""name"": ""Mahmoud Nouh"", ""url"": ""https://www.linkedin.com/in/mahmoud-nouh-363a2b119/""}', '{""name"": ""Ahmed Sabah"", ""url"": ""https://www.linkedin.com/in/ahmedsabbah/""}']",Fund II,Series C,Status: Active,Invested: 2019
766,SYCHEM,SYCHEM is an international manufacturing company specialized in water treatment and desalination systems and electromechanical energy saving projects.,http://www.sychem.gr,Europe,2016.0,Smart City,Water & Waste Management,"['{""name"": ""Alexandros Yfantis"", ""url"": ""https://www.linkedin.com/in/dr-ing-alexandros-yfantis-605b326b/""}']",,,,
767,SYNQA,"SYNQA’s “Omise” provides merchants an end-to-end payments platform that enables them to accept, process, and disburse payments online, in-store and in-app.",https://www.synqa.co/,Asia,2019.0,Fintech,Payments,"['{""name"": ""Jun Hasegawa"", ""url"": ""https://www.linkedin.com/in/junhase/""}', '{""name"": ""Donnie Harinsut"", ""url"": """"}']",,,,
768,Saferoad,"Saferoad provides telematics solutions in the Middle East, going beyond managing fleets and their maintenance costs to optimizing drivers’ utilization, ensuring drivers safety, and helping companies to reduce the OPEX and insurance expenses.",http://www.saferoad.com.sa/,Middle East,2017.0,Smart City,Mobility,[],,,,
769,Sailogy,"Sailogy aims to revolutionize the boat charter industry, making seafaring vacations commonplace.",http://www.sailogy.com,Europe,2019.0,Retail & Consumer Tech,Tourism & Hospitality,"['{""name"": ""Manlio Accardo"", ""url"": ""https://www.linkedin.com/in/manlioaccardo/""}']",,,,
770,SalaUno,"SalaUno is a Mexican healthcare company focused on scaling a cost-effective, private eye-care system to prevent avoidable blindness.",http://www.salauno.com.mx/,Latin America,2012.0,Healthcare,Healthcare Services,"['{""name"": ""Javier Okhuysen"", ""url"": ""https://www.linkedin.com/in/javierokhuysen/""}', '{""name"": ""Carlos Orellana"", ""url"": ""https://www.linkedin.com/in/carlos-orellana-89b5181/""}']",Fund II,Series B,Status: Active,Invested: 2019
771,Salasa,"Salasa provides reliable, cost-effective, and scalable e-commerce fulfillment in the Middle East, managing the complete logistics value chain from handling to shipping.",https://salasa.co/,Middle East,2019.0,Smart City,Logistics Tech,"['{""name"": ""Abdulmajeed AlYemni"", ""url"": ""https://www.linkedin.com/in/abdulmajeed-alyemni/""}']",,,,
772,Salesloft,"SalesLoft is a SaaS-based sales engagement platform that helps sales representatives set and execute on a cadence of phone, email and social communications to turn more target accounts into customers. SalesLoft became a unicorn in 2021.",https://salesloft.com/,U.S. & Canada,2019.0,Enterprise Software & Services,Customer Relationship Management,"['{""name"": ""Rob Forman"", ""url"": ""https://www.linkedin.com/in/robforman/""}', '{""name"": ""Kyle Porter"", ""url"": ""https://www.linkedin.com/in/kyleporter/""}']",Fund III,Series D+,Status: Active,Invested: 2021
773,Sallve,Sallve is a beauty D2C brand that is revolutionizing the cosmetics space in Brazil.,https://www.sallve.com.br/,Latin America,2021.0,Retail & Consumer Tech,Wellness & Beauty,"['{""name"": ""Daniel Wjuniski"", ""url"": ""https://www.linkedin.com/in/danielwjuniski/""}', '{""name"": ""Julia Petit"", ""url"": ""https://www.linkedin.com/in/julia-petit-b9964ab3/""}', '{""name"": ""Marcia Netto"", ""url"": ""https://www.linkedin.com/in/mnetto/""}']",Fund III,Series B,Status: Active,Invested: 2021
774,Sansan,"Sansan provides a cloud-based data management service for companies to improve communications and sales. In 2019, Sansan was listed on the Tokyo Stock Exchange (TSE).",https://www.sansan.com/,Asia,2017.0,Enterprise Software & Services,Customer Relationship Management,"['{""name"": ""Chikahiro Terada"", ""url"": ""https://www.linkedin.com/in/chika-terada-76a2a09/""}', '{""name"": ""Kei Tomioka"", ""url"": ""https://www.linkedin.com/in/kei-tomioka-135278/""}']",,,,
775,Sary,"With a mission to digitize and revolutionize the wholesale market, Sary is an online B2B marketplace that connects small businesses with a network of wholesale market suppliers and distributors via mobile and web applications.",https://sary.com/,Middle East,2021.0,Smart City,Logistics Tech,"['{""name"": ""Mohammed AlDossary"", ""url"": ""https://www.linkedin.com/in/mdossary/""}', '{""name"": ""Khaled AlSiari"", ""url"": ""https://www.linkedin.com/in/kalsiari/""}']",Fund III,Series C,Status: Active,Invested: 2021
776,Saryx,Saryx is a health and safety regulatory compliance platform.,https://www.saryx.com/,Africa,2018.0,Enterprise Software & Services,Business Services & Consulting,"['{""name"": ""Ingrid Osborne"", ""url"": ""https://www.linkedin.com/in/ingrid-osborne?originalSubdomain=za""}']",,,,
777,Satellogic,"Satellogic is a nano-satellite company that produces commercial-grade, affordable Earth observation data for daily decision making.",http://www.satellogic.com/,Latin America,,Agriculture,AgTech & Data,"['{""name"": ""Emiliano Kargieman"", ""url"": ""https://www.linkedin.com/in/ekargieman/""}']",Fund I,Series A,Status: Active,Invested: 2014
778,Satispay,"Satispay is the leading mobile payment platform in Italy. Users can send payments to other Satispay users, pay for in-store and online purchases, or make in-app purchases.",https://www.satispay.com/en/,Europe,2018.0,Fintech,Payments,"['{""name"": ""Alberto Dalmasso"", ""url"": ""https://www.linkedin.com/in/dario-brignone-9302479""}', '{""name"": ""Dario Brignone"", ""url"": ""https://www.linkedin.com/in/alberto-dalmasso/""}']",Fund II,Series B,Status: Active,Invested: 2018
779,Savant Pharm,"Savant Pharm is a pharmaceutical company that develops, manufactures and markets medicinal products for human use.",https://www.savant.com.ar/,Latin America,2014.0,Healthcare,"Pharmaceuticals, Diagnostics, & Life Sciences","['{""name"": ""Mauro Bono"", ""url"": ""https://www.linkedin.com/in/maurobono/""}']",,,,
780,Scalefocus,Scalefocus is a software development and digital services company with a mission to help customers grow their business by leveraging the latest technology and top talent.,http://www.scalefocus.com,Europe,2020.0,Enterprise Software & Services,Business Services & Consulting,"['{""name"": ""Plamen Tsekov"", ""url"": ""https://www.linkedin.com/in/plamen-tsekov-96459a3/?originalSubdomain=bg""}', '{""name"": ""Viktor Bilyanski"", ""url"": ""https://www.linkedin.com/in/viktorbilyanski/?originalSubdomain=bg""}']",,,,
781,Scanntech,Scanntech offers independent grocery stores a point-of-sale system and complete SaaS ERP store management software.,https://www.scanntech.com.uy,Latin America,2001.0,Enterprise Software & Services,Payments,"['{""name"": ""Raul Polakof"", ""url"": ""https://www.linkedin.com/in/ra%C3%BAl-polakof-32b119/""}', '{""name"": ""Benny Szylkowski"", ""url"": ""https://www.linkedin.com/in/benny-szylkowski-a6222645""}']",Fund I,Series C,Status: Active,Invested: 2014
782,Scommerce,"Scommerce is Vietnam’s leading e-commerce logistics ecosystem, bringing six distinct services from on-demand delivery to warehousing onto one platform.",https://www.ghn.vn,Asia,2019.0,Smart City,Logistics Tech,"['{""name"": ""Hoai Luong Duy"", ""url"": ""https://www.linkedin.com/in/hoaild/""}']",,,,
783,Scriptr,"Scriptr is a cloud service that simplifies the connection of IoT devices to the internet. It allows developers to create custom APIs with the simplicity of JavaScript and the scalability of the cloud, while removing server and application stack management tasks.",https://www.scriptr.io/,Middle East,2012.0,Smart City,Business Intelligence Tools,"['{""name"": ""Rabih Nassar"", ""url"": ""https://www.linkedin.com/in/rabih/""}']",Fund I,Series A,Status: Active,Invested: 2017
784,Securitize,"Securitize delivers and provides the infrastructure for trusted, end-to-end, global digital securities solutions for private market participants.",https://securitize.io/,U.S. & Canada,2021.0,Fintech,Blockchain & Crypto,"['{""name"": ""Carlos Domingo"", ""url"": ""https://www.linkedin.com/in/carlosdomingo/""}', '{""name"": ""Jamie H. Finn"", ""url"": ""https://www.linkedin.com/in/jamesfinn/""}']",,,,
785,Seedtag,Seedtag is a contextual advertising company which uses AI technology based on Machine Learning algorithms to power the most relevant and engaging communications in a privacy-first world.,https://www.seedtag.com/,Europe,2016.0,Enterprise Software & Services,AdTech & MarTech,"['{""name"": ""Albert Nieto"", ""url"": ""https://www.linkedin.com/in/albert-nieto-riera-78ba9135/?originalSubdomain=es""}', '{""name"": ""Jorge Poyatos"", ""url"": ""https://www.linkedin.com/in/jorge-poyatos-1a01a428/?originalSubdomain=es""}']",,,,
786,Seha Healthcare,Seha Healthcare is a hospital group that invests and partners with prominent doctors and owners of medium-sized private hospitals.,http://www.seha.healthcare,Middle East,2018.0,Healthcare,Healthcare Services,"['{""name"": ""Mohamed Azab"", ""url"": ""https://www.linkedin.com/in/mohamed-azab-114a8417/""}']",,,,
787,Seinco,Seinco is an engineering company providing the entire chain of services linked to the environmental water cycle for large infrastructure projects.,https://www.seinco.com.uy,Latin America,2004.0,Smart City,Water & Waste Management,"['{""name"": ""Francisco Gross"", ""url"": ""https://www.linkedin.com/in/francisco-gross-6301b5102/""}']",,,,
788,Selfit,"Selfit is a value-for-money gym chain operating in Brazil, offering high quality equipment, group fitness classes, and top notch customer service at affordable rates.",https://www.selfitacademias.com.br/,Latin America,2018.0,Healthcare,Consumer Health and Wellness,"['{""name"": ""Leonardo Pereira"", ""url"": ""https://www.linkedin.com/in/leonardo-pereira-aa72ba81/""}']",,,,
789,SellersFunding,SellersFunding is an alternative working capital solution for e-commerce marketplace sellers. Its digital platform helps merchants unlock their full growth potential through a suite of financial solutions that streamline merchants’ ability to sell almost anywhere in the world.,https://sellersfunding.com,U.S. & Canada,2020.0,Fintech,Lending,"['{""name"": ""Fabio Knijnik"", ""url"": ""https://www.linkedin.com/in/fabio-davi-k-13895413/""}', '{""name"": ""Ricardo Pero"", ""url"": ""https://www.linkedin.com/in/ricardo-pero-b7659437/""}']",Fund III,Series A,Status: Active,Invested: 2021
790,Sempre Sementes,Sempre Sementes researches genetics and biotechnology to produce seeds with higher crop yields.,http://www.sempre.agr.br,Latin America,2017.0,Agriculture,Produce & Commodities,"['{""name"": ""Fernando Prezzotto"", ""url"": ""https://www.linkedin.com/in/fernando-prezzotto-96072749/""}']",,,,
791,Sendmarc,"Sendmarc automates the process of protecting clients from email phishing and spoofing attacks using DMARC Compliance, Intelligence, and Authenticated Email.",https://www.sendmarc.co.za/,Africa,2020.0,Enterprise Software & Services,Security,"['{""name"": ""Sam Hutchinson"", ""url"": ""https://www.linkedin.com/in/samhutchinson/?originalSubdomain=za""}', '{""name"": ""Sacha Matulovich"", ""url"": ""https://www.linkedin.com/in/sacha-matulovich-9a031b60/?originalSubdomain=za""}', '{""name"": ""Keith Thompson"", ""url"": ""https://www.linkedin.com/in/knthompson/?originalSubdomain=za""}']",,,,
792,Sentinel,Sentinel is a Peruvian credit bureau that takes a proactive approach to traditional credit monitoring. It was acquired by Experian in 2019.,https://portal.sentinelperu.com/pages/index.shtml#1Page,Latin America,2017.0,Fintech,Lending,"['{""name"": ""Jos\\u00e9 Armando Hopkins"", ""url"": ""https://www.linkedin.com/in/jose-armando-hopkins-77141915""}']",,,,
793,Servi-All,"Servi-All provides alternative essential inventory management services to Chile’s industrial and mining operations, enabling effective operational continuity and efficiency.",https://serviall.cl/,Latin America,2017.0,Smart City,Mining,"['{""name"": ""Ignacio Bascu\\u00f1\\u00e1n"", ""url"": ""https://www.linkedin.com/in/juan-ignacio-bascu%C3%B1%C3%A1n-lira-750106b0/""}', '{""name"": ""Alex Castro"", ""url"": ""https://www.linkedin.com/in/alex-castro-b07b09188/""}', '{""name"": ""Gonzalo Araya"", ""url"": ""https://www.linkedin.com/in/gonzalo-araya-b8ab89138/""}']",,,,
794,Servinformación,"Servinformación develops geographic information systems (GIS), data analytics, and cloud services, transforming clients’ data and generating value with high impact solutions to make better business decisions.",https://www.servinformacion.com,Latin America,2009.0,Smart City,Business Intelligence Tools,"['{""name"": ""Carlos Parada"", ""url"": ""https://endeavor.org/entrepreneur/carlos-parada/""}', '{""name"": ""Ximena Pati\\u00f1o"", ""url"": ""https://www.linkedin.com/in/maria-ximena-pati%C3%B1o-ocampo-a36a1a35/""}', '{""name"": ""Monica Pati\\u00f1o"", ""url"": ""https://www.linkedin.com/in/monicapatinoocampo/""}']",,,,
795,Shawarmer,"Shawarmer is a chain of fast-casual restaurants offering shawarma and other classic Arab foods, freshly prepared with high-quality ingredients and served with Arab hospitality.",https://www.shawarmer.com,Middle East,2013.0,Food & Beverage,Food Service,"['{""name"": ""Abdulmohsin Al-Rabiah"", ""url"": ""https://www.linkedin.com/in/abdulmohsin-alrabiah-83b4b03/""}']",,,,
796,Shipper,"Shipper is one of the fastest growing technology companies in Indonesia, providing end-to-end digital supply chain solutions for businesses of all sizes in a market where last mile fulfillment and delivery is estimated at $80B.",https://shipper.id/,Asia,2021.0,Smart City,Logistics Tech,"['{""name"": ""Phil Opamuratawongse"", ""url"": ""https://www.linkedin.com/in/phil-opamuratawongse-b87b9380/""}', '{""name"": ""Budi Handoko"", ""url"": ""https://www.linkedin.com/in/bhandoko/""}']",,,,
797,ShopFully,ShopFully is a mobile-first marketplace helping people find the best deals from nearby stores and all the information they need for a frictionless shopping experience. It is also a place for retailers and brands to engage with the shoppers when they are most open to exploring new shopping opportunities.,http://corporate.shopfully.com,Europe,2020.0,Enterprise Software & Services,AdTech & MarTech,"['{""name"": ""Stefano Portu"", ""url"": ""https://www.linkedin.com/in/stefanoportu/""}']",,,,
798,Si-Ware Systems,"Si-Ware Systems manufactures portable material sending solutions that combine sensors with a cloud-based marketplace & App Store for the agriculture, food, life sciences industries.",http://www.si-ware.com,Middle East,2014.0,Smart City,Hardware,"['{""name"": ""Hisham Haddara"", ""url"": ""https://www.linkedin.com/in/hisham-haddara-2791005/""}']",,,,
799,SiSNova,"SiSNova is an insurance company focused on disease prevention and offers comprehensive, accessible, and affordable medical coverage.",https://www.sisnova.com.mx/,Latin America,2008.0,Healthcare,Insurtech,"['{""name"": ""Paulino Decanini"", ""url"": ""https://www.linkedin.com/in/paulinodecanini41591433/""}']",,,,
800,Siigo,Siigo provides accounting and management software solutions to small businesses.,https://www.siigo.com/,Latin America,2013.0,Enterprise Software & Services,Business Process Management,"['{""name"": ""David Ortiz"", ""url"": ""https://www.linkedin.com/in/david-ortiz-9b64a8b/?originalSubdomain=co""}', '{""name"": ""Ricardo Alejandro Ortiz Deulofeut"", ""url"": ""https://www.linkedin.com/in/ricardo-ortiz-28b79022/?originalSubdomain=co""}']",,,,
801,Sirtec,"Sirtec builds, operates, and maintains electricity networks for the states of Rio Grande do Sul, Bahia, and Ceará in Brazil.",http://sirtec.com.br/,Latin America,2013.0,Smart City,Energy,"['{""name"": ""Darci Roberto Schneid"", ""url"": ""https://www.linkedin.com/in/darci-roberto-schneid-38218035/""}']",,,,
802,Sistema Bio,"Sistema Biobolsa (Sistema.bio) enables farmers to use waste products to produce fertilizer and bio gas with a carbon negative, on-site biodigester.",http://sistema.bio/,Latin America,2017.0,Agriculture,Agricultural Sciences,"['{""name"": ""Alexander Eaton"", ""url"": ""https://www.linkedin.com/in/alexander-eaton-4ab4708/""}', '{""name"": ""Camilo Pages"", ""url"": ""https://www.linkedin.com/in/camilo-pages-6b046424/""}']",Fund II,Series C,Status: Active,Invested: 2019
803,Skapto,"Skapto is Bulgaria’s largest gourmet burger chain serving handcrafted, high-quality burgers in a fast-casual dining environment.",http://www.skapto.bg,Europe,2019.0,Food & Beverage,Food Service,"['{""name"": ""Georgi Georgiev"", ""url"": ""https://bg.linkedin.com/in/georgievgeorgi""}', '{""name"": ""Angel Ivanov"", ""url"": ""https://bg.linkedin.com/in/marrvel""}']",,,,
804,SkuVault,SkuVault is a cloud-based inventory and warehouse management system that helps ecommerce retailers unlock the potential of their inventory.,http://skuvault.com/,U.S. & Canada,2016.0,Enterprise Software & Services,eCommerce & Retail Management,"['{""name"": ""Andy Estes"", ""url"": ""https://www.linkedin.com/in/andy-andy-estes-77b25534/""}', '{""name"": ""Slav Ivanyuk"", ""url"": ""https://endeavor.org/entrepreneur/slav-ivanyuk/""}']",Fund II,Series A,Status: Active,Invested: 2018
805,Sky Mavis,"Sky Mavis is a technology company that creates decentralized blockchain applications. It’s hit video game Axie Infinity, the #1 Ethereum game by daily, weekly, and Monthly active users, is a player-owned game universe where players can own, buy, sell, and trade resources to “play-and-earn”.",https://skymavis.com/,Asia,2022.0,Retail & Consumer Tech,Media & Entertainment,"['{""name"": ""Trung Nguyen"", ""url"": ""https://www.linkedin.com/in/trungfinity/""}']",,,,
806,SkyAlert,"SkyAlert has developed the first fully-integrated, satellite-based earthquake alert system in the world that detects, measures, and reports seismic activity directly to end users through multiple platforms.",http://www.skyalert.mx,Latin America,2015.0,Smart City,Hardware,"['{""name"": ""\\u00c1lvaro Velasco"", ""url"": ""https://mx.linkedin.com/in/alvarovr""}']",,,,
807,SkyPatrol,"SkyPatrol creates GPS and cellular-enabled solutions for tracking and optimizing vehicle activities. Its integrated hardware and location-based software solutions are tailored to vehicular financiers, fleet managers, car dealerships, auto rental companies seeking to reduce risk, lower cost, and increase the accountability of their mobile assets.",http://www.skypatrol.com,U.S. & Canada,2015.0,Enterprise Software & Services,Business Process Management,"['{""name"": ""Robert Rubin"", ""url"": ""https://www.linkedin.com/in/robert-rubin-8774283/""}']",,,,
808,SkySpecs,"SkySpecs automates the time-consuming and dangerous inspection, diagnostics, and maintenance of utility-scale wind turbines through the use of an automated drone inspection service and analytics platform that allows for repeatability, high-quality data, and safer inspections.",https://skyspecs.com/,U.S. & Canada,2017.0,Smart City,Constructech,"['{""name"": ""Tom Brady"", ""url"": ""https://www.linkedin.com/in/tombrady89/""}', '{""name"": ""Danny Ellis"", ""url"": ""https://www.linkedin.com/in/dannyellis1/""}']",Fund II,Series B,Status: Active,Invested: 2017
809,Skynamo,"Skynamo helps manufacturers, wholesalers and distributors gain clarity and control of their field sales process through advanced reporting and automated tracking.",https://skynamo.com/,Africa,2018.0,Enterprise Software & Services,Customer Relationship Management,"['{""name"": ""Sam Clarke"", ""url"": ""https://www.linkedin.com/in/sam-clarke-19900b4/""}']",,,,
810,Smart Medical Services,Smart Medical Services offers corporate clients customized and discounted health care plans.,http://www.smart-medicalservices.com,Middle East,2013.0,Healthcare,Insurtech,"['{""name"": ""Amr El-Tayeb"", ""url"": ""https://www.linkedin.com/in/amr-el-tayeb-2475171/""}']",,,,
811,SmartMessage,"SmartMessage is an omni-channel digital marketing software company that helps enterprise clients to schedule, launch, and analyze omnichannel marketing campaigns from a single centralized platform.",https://www.smartmessage.com/,Europe,2017.0,Enterprise Software & Services,AdTech & MarTech,"['{""name"": ""O\\u011fuz K\\u00fc\\u00e7\\u00fckbarak"", ""url"": ""https://www.linkedin.com/in/oguz-kucukbarak/?originalSubdomain=tr""}']",Fund II,Series B,Status: Active,Invested: 2019
812,Smartick,"Smartick is an online learning program that helps children reach their potential by using mathematics to increase mental agility, calculation skills, concentration, and studying methods.",http://www.smartickmethod.com,Europe,2015.0,Education & Talent,K-12,"['{""name"": ""Javier Arroyo"", ""url"": ""https://www.linkedin.com/in/javierarroyo/""}', '{""name"": ""Daniel Gonz\\u00e1lez de Vega"", ""url"": ""https://www.linkedin.com/in/ddevega/""}']",,,,
813,Snapcart,"Snapcart applies AI to build an offline database of users in emerging markets, enabling brands like P&G, Unilever and Danone to engage shoppers in real-time.",https://snapcart.asia/,Asia,2016.0,Enterprise Software & Services,Customer Relationship Management,[],,,,
814,SoLo Funds,SoLo Funds is a peer-to-peer lending marketplace for micro loans.,https://www.solofunds.com/,,2020.0,Fintech,Lending,"['{""name"": ""Travis Holoway"", ""url"": ""https://www.linkedin.com/in/travis-holoway-62954531/""}']",Fund III,Series A,Status: Active,
815,SoftGroup,SoftGroup provides an end-to-end mass serialization solution for pharmaceutical manufacturers and distributors of all sizes.,http://www.softgroup.eu/,Europe,2016.0,Healthcare,Enterprise Medical Software and Services,"['{""name"": ""Venelin Dimitrov"", ""url"": ""https://www.linkedin.com/in/venelindimitrov/""}']",,,,
816,Softec International,Softec International provides end-to-end visibility and command & control solutions for commercial fleets.,http://softectechnologies.com,Middle East,2016.0,Smart City,Mobility,"['{""name"": ""Nour Shawky"", ""url"": ""https://www.linkedin.com/in/nourshawky/""}']",,,,
817,Softomotive,Softomotive provides Robotic Process Automation (RPA) products and services. The company was acquired by Microsoft in 2020.,https://www.softomotive.com,Europe,2019.0,Enterprise Software & Services,Business Process Management,"['{""name"": ""Argyris Kaninis"", ""url"": ""https://www.linkedin.com/in/akaninis/?originalSubdomain=gr""}', '{""name"": ""Marios Stavropoulos"", ""url"": ""https://www.linkedin.com/in/marios-stavropoulos-8b3a3423/?originalSubdomain=gr""}']",,,,
